nflId,name,med_coverage,average_coverage,numPlays
2508107,Jimmy Smith,3.8558167416,4.3196711866,269
2557965,Myles Garrett,5.7586056861,5.7586056861,1
2558119,Josh Jones,7.122979008,8.4181842659,217
2556587,Cre'von LeBlanc,3.850540194,4.1326202689,200
2560808,Quenton Meeks,3.906594472,3.762644253,21
744,Calais Campbell,5.5390276087,5.5390276087,1
2555542,Jordan Lucas,12.0600736897,11.0655590377,129
2561020,Bradley Chubb,4.4518608912,4.182733936,10
2555171,Tyler Matakevich,4.9555582807,5.1722613277,18
2495136,Bruce Carter,5.507479031,5.9469276039,33
2556443,Sharrod Neasman,6.9953039908,7.8254640824,185
2560897,Matthew Thomas,6.2699415956,6.6018824372,3
2555394,Daryl Worley,5.5467616597,5.1879241677,170
2532869,George Iloka,12.1146287632,11.8463723184,57
2558168,Rasul Douglas,6.1918487097,6.6007243239,263
2541741,LaRoy Reynolds,2.6276012726,2.0865223935,3
2532789,Mark Barron,5.7948034002,5.8633335312,203
2559181,Justin Hardee,3.1723657626,3.8419602958,30
2533534,Olivier Vernon,5.1844405112,4.9597282727,284
2555366,Deiondre' Hall,31.9375485154,31.8279326085,5
2559260,Tre Sullivan,13.6369896292,14.3826172859,123
2541431,Kemal Ishmael,6.1133458617,6.7629772061,22
2556456,Andrew Adams,8.4159227138,9.3092492227,173
2556934,Javien Elliott,4.0691796727,4.4247770392,178
2541696,Jordan Dangerfield,16.928331798,16.6737434476,26
2507843,Vincent Rey,4.9113535165,5.1995812821,60
2558786,Brandon Wilson,3.5684583828,4.8468753421,32
2560839,Darius Phillips,3.6580470704,4.3021486618,112
2560719,Brandon Facyson,3.4153259464,3.5604941409,4
2557931,Cordrea Tankersley,6.5291210258,6.1154833434,11
2553655,Anthony Harris,12.8723651237,12.1665974192,193
2543712,Terrence Brooks,15.473251042,14.0999023268,35
238227,Mike Mitchell,12.3762228419,12.4463185176,105
2561149,Matthew Adams,5.7948814971,5.8342715875,69
2553817,Corey Moore,11.4733431578,10.4247070561,21
2534846,Neiko Thorpe,2.9995750584,3.9030911371,10
2560999,Shaquem Griffin,8.7208796652,8.7208796652,2
2506352,Thomas Davis,5.3894302233,5.5566574895,279
2556550,Josh Hawkins,6.5834291274,6.4400160225,4
2559934,Justin Lawler,4.1723956448,4.0250218488,8
2552259,Josh Shaw,10.2010081138,9.3760642649,42
2507948,Frank Zombo,5.1042321736,5.07776436,8
2532870,Melvin Ingram,8.8145465847,10.0938010396,3
2537931,Josh Gordon,41.1131471635,40.9919818281,3
2543739,Dontae Johnson,2.6170446775,2.9509988367,4
2543874,Andre Hal,15.2315127864,14.4332086552,124
2558853,Mike Tyson,14.1966110704,13.4142503151,68
2555547,KeiVarae Russell,4.1260449931,4.6755903301,68
2561383,Ben Niemann,7.3858835189,7.0810901962,17
2561417,Charvarius Ward,5.0637859229,4.8530667947,52
2558165,Tarell Basham,5.2569078651,4.8136481377,36
2508007,Marcus Sherels,6.1337602406,6.6495368312,14
2555168,Kentrell Brothers,8.6658347525,8.361356329,3
2543608,Dexter McDougle,3.2521376438,3.9369767407,61
2561022,Jack Cichy,2.7876876283,2.7876876283,1
2555307,Devante Bond,5.0054751041,5.1133758918,56
2550767,C.J. Goodwin,5.3708245938,5.3708245938,2
2560764,Danny Johnson,5.2251077624,5.6218092198,36
2560948,Trevon Young,5.3603457426,4.515540142,4
2558018,Solomon Thomas,5.6877219036,5.6877219036,1
2559356,Dominique Hatfield,8.4696014291,8.4696014291,1
2561001,Grant Haley,3.5937343594,4.1986560845,188
2553719,Josh Keyes,7.1352813084,6.5916488942,10
2558241,Blair Brown,8.7547893828,8.7547893828,1
2560724,Kylie Fitts,5.4365579481,5.281753074,32
2559287,Isaiah Irving,4.9771718882,4.6377178429,58
2555546,Rashard Robinson,2.9324003969,3.9335172043,37
2540176,William Gholston,4.7537680477,4.7537680477,2
496780,Carlos Dunlap,4.3486361517,4.3486361517,1
2556833,De'Vante Harris,4.8226218316,5.0576768195,44
2495252,K.J. Wright,5.6822454565,5.9877002732,101
2559293,Dymonte Thomas,16.815644584,16.1029532529,18
2532974,Kyle Wilber,5.3276650543,4.9751541429,21
2560819,Nick Nelson,4.4878711171,4.6230858575,127
2560986,Jason Cabinda,7.0498114966,6.6846541246,34
2556655,Tyvis Powell,7.6812608193,8.0130543353,36
2559270,Robert Tonyan,1.2849030616,1.2849030616,1
2560883,Equanimeous St. Brown,2.6462502,2.6462502,1
2561207,Raven Greene,7.3924605708,9.9688378045,21
2541192,Chris Banjo,11.0572718443,11.0633402274,25
2535867,Julian Stanford,5.6272595337,6.0882049399,30
496961,Dekoda Watson,4.6936479725,4.6823115777,32
2561006,Marcell Harris,6.9049014937,8.4388815061,126
2531080,Ben Jacobs,3.6771271761,3.6771271761,2
2553499,Damiere Byrd,42.5979762626,42.5979762626,1
2558066,Curtis Samuel,4.2824440998,4.2824440998,1
2558833,Alex Armah,0.9247227454,0.9247227454,1
2555270,Carl Nassib,6.905422171,6.905422171,1
2553736,Denzel Rice,4.1384394997,4.4220425803,15
2558289,Tanner Vallejo,5.9144837088,6.4555889443,60
2561278,Tavierre Thomas,4.8177417934,4.6025195093,6
2561147,Cornell Armstrong,5.6945796465,5.2649956296,29
2557872,Takkarist McKinley,6.9349877294,6.9349877294,1
2495454,Julio Jones,28.0833898053,28.0833898053,1
2560976,Keishawn Bierria,4.1698921822,4.364755102,4
2555345,Su'a Cravens,5.695334178,5.6252530238,60
2543571,Bashaud Breeland,4.7675232356,5.1867315831,137
2543650,Aaron Lynch,4.7502772726,4.8640876021,4
2533542,Josh Robinson,4.0071985934,4.3477724326,13
2550257,Daniel Sorensen,7.1742969118,8.6796644755,145
2560914,Levi Wallace,4.0817041626,4.5265612284,136
497320,Andre Roberts,44.0006357215,44.0006357215,1
2540287,Rontez Miles,16.2743094963,15.007382613,37
2555477,Charone Peake,3.1609250574,3.1609250574,1
2560738,Chris Herndon,0.976269845,0.976269845,1
2541848,Deon Lacey,6.6747225059,7.3706258154,5
2556614,Cassanova McKinzy,5.2396818668,5.0076120126,20
2553774,Cameron Lynch,5.356790456,5.2804999638,3
2552313,Hayes Pullard,5.8478413546,6.3484653284,34
2560887,Chandon Sullivan,6.0514092537,5.2759993434,41
2558274,Shalom Luani,6.4738492659,6.7305842274,4
2561527,Mike Ford,5.3476003661,5.2077174433,152
2530474,Mario Addison,5.8239242705,5.8239242705,1
2558923,Riley Bullough,6.4021757898,6.5504006146,27
2540159,Kevin Minter,7.2011553893,6.6941682583,7
2532878,Leonard Johnson,3.7344094806,3.9918531519,43
2532790,Travis Benjamin,42.914736035,42.914736035,1
2552654,Geremy Davis,0.9937280937,0.9937280937,1
2553877,Nick Dzubnar,1.5229602264,1.5229602264,1
2555220,Derek Watt,1.6281863672,1.6281863672,1
2558303,Jeff Richards,1.9371810711,1.9371810711,1
2559169,Austin Ekeler,3.1521291701,3.1521291701,1
2559197,Tre'Von Johnson,1.341694941,1.341694941,1
2560756,Justin Jackson,2.4904879594,2.4904879594,1
2553790,DeVante Bausby,5.9855858601,5.8677515619,72
2561003,Shaun Dion Hamilton,5.1342094918,5.5990187111,32
2558189,Obi Melifonwu,2.8457028765,3.5984256087,13
2540170,David Amerson,6.1803256325,6.2501705295,109
2552418,Justin Hardy,38.4659456831,38.4659456831,1
2559200,Joe Jones,6.8512130294,6.6458913722,10
2532928,Eddie Pleasant,6.5978176055,6.8477125167,46
2552273,Markus Golden,7.4151707829,7.4151707829,1
2558097,Ukeme Eligwe,5.9960548619,5.9721168843,20
2552427,Tony Lippett,5.5337837021,4.7559238973,16
2560956,Marcus Allen,4.0460026575,3.8788293769,9
2560950,Ola Adeniyi,6.2977515634,6.1456099403,3
2561644,Adonis Alexander,2.0742254814,4.1865379044,4
2561042,Nick DeLuca,4.0789548977,4.2568477618,25
2543717,Jeremiah Attaochu,2.7014318956,2.7014318956,1
2535964,Josh Bellamy,4.8980362293,4.8980362293,1
2541544,Benny Cunningham,2.5725711969,2.5725711969,1
2553900,Daniel Brown,2.137575659,2.137575659,1
2556478,Ben Braunecker,1.4776400821,1.4776400821,1
2558250,Tarik Cohen,48.1219767078,48.1219767078,1
2555545,Will Redmond,2.5282546165,2.5282546165,1
2561316,Jalen Davis,4.2176105237,4.3972796149,19
2495184,Cameron Jordan,5.9205543573,5.9205543573,1
2560762,Malik Jefferson,3.3996839041,3.3529401713,3
2558284,Pita Taumoepenu,5.2791686303,5.2791686303,1
2495229,Kelvin Sheppard,5.8920995577,5.8920995577,1
496723,Eric Berry,13.5759670704,12.1345539719,32
2560743,Jeff Holland,4.9222043443,4.8535676742,11
2556371,Brandon Williams,6.1089553762,5.9090825285,36
2561283,Zeke Turner,5.8391714418,5.8391714418,1
2543503,Trent Murphy,7.97502484,7.97502484,1
2561107,Corey Thompson,4.3725253646,4.8150743382,17
2558858,Joshua Holsey,5.303533461,5.7250439832,8
2541135,Cody Davis,11.0817525026,12.2973795665,3
2495485,Robert Quinn,4.7387152856,4.7387152856,1
2550365,Kenny Ladler,11.6124358806,11.8234670237,13
2559037,Ahmad Thomas,7.1874158438,7.8508000942,4
2552317,Mike Hull,6.0609000744,5.8231401539,13
2558052,Kenny Golladay,32.5397247462,32.5397247462,1
2540291,Kayvon Webster,4.1873730769,4.2589905702,5
2560779,Arden Key,8.3034270649,8.3034270649,1
2561585,Dallin Leavitt,7.4807695618,7.4807695618,1
2558819,Derrick Jones,3.9184381074,4.2839426941,14
2560875,Andre Smith,6.6715594966,7.0276851884,3
2550647,Kasim Edebali,5.8273214096,5.8273214096,2
2561394,Jeremy Reaves,7.782400033,7.782400033,2
2506467,Darren Sproles,51.8253246715,51.8253246715,1
2559141,B.J. Bello,1.3237695754,1.3237695754,1
2561469,Darious Williams,8.2947661618,8.2947661618,2
