id,name,totalYAOI,YAOIperGame,MOperGame,position
2558971,Greg Mabin,69.9,9.9857142857,0,CB
2533459,Nate Stupar,40.66,6.7766666667,0,ILB
2541944,Russell Shepard,0,0,0,WR
2557952,Wayne Gallman,0,0,0,RB
2560815,Kam Moore,68.98,34.49,0,DB
2561017,Sean Chandler,187.45,18.745,0.4,DB
2561317,Jawill Davis,0,0,0,WR
2561318,Tae Davis,336.42,30.5836363636,0,ILB
2532431,Craig Robertson,111.05,18.5083333333,0.3333333333,OLB
2557862,Chris Wormley,0,0,0,DE
2535613,L.J. Fort,229.81,20.8918181818,0.1818181818,ILB
2560827,Dorian O'Daniel,230.95,19.2458333333,0.3333333333,LB
2558988,Lenzy Pipkins,74.6,74.6,1,CB
2559087,Arthur Maulet,113.65,37.8833333333,0.6666666667,CB
2539280,John Simon,13.74,4.58,0,DE
2561131,George Odum,108.84,13.605,0,FS
2561157,Keion Crossen,50.69,10.138,0.2,DB
2553562,Dean Marlowe,25.95,25.95,1,DB
2540152,Eric Reid,470.74,39.2283333333,0.25,SS
2533058,Vontaze Burfict,357.09,51.0128571429,0.4285714286,OLB
2552321,Stephone Anthony,7.99,1.9975,0,MLB
2508107,Jimmy Smith,185.4,16.8545454545,0.3636363636,CB
2556587,Cre'von LeBlanc,277.63,34.70375,1,CB
2560808,Quenton Meeks,92.28,46.14,1,CB
2555542,Jordan Lucas,140.12,20.0171428571,0.1428571429,FS
2561020,Bradley Chubb,7.96,1.592,0,DE
2555171,Tyler Matakevich,48.8,24.4,0.5,ILB
2495136,Bruce Carter,80.02,11.4314285714,0,ILB
2556443,Sharrod Neasman,352.64,32.0581818182,0.2727272727,SS
2560897,Matthew Thomas,5.19,5.19,0,LB
2555394,Daryl Worley,533.98,53.398,0.2,CB
2559054,Nicholas Morrow,455.15,37.9291666667,0,ILB
2532869,George Iloka,112.09,22.418,0.4,FS
2558168,Rasul Douglas,308.78,30.878,0.4,CB
2541741,LaRoy Reynolds,26.97,13.485,0,MLB
2532789,Mark Barron,442.02,36.835,0.0833333333,ILB
2559181,Justin Hardee,41.76,10.44,0,DB
2533534,Olivier Vernon,434.85,39.5318181818,0,DE
2555366,Deiondre' Hall,8.53,4.265,0,CB
2559260,Tre Sullivan,149.18,14.918,0.2,DB
2541431,Kemal Ishmael,43.4,6.2,0,FS
2556456,Andrew Adams,280.08,23.34,0.0833333333,FS
2556934,Javien Elliott,355.05,35.505,0.4,CB
2541696,Jordan Dangerfield,2.58,1.29,0,S
2507843,Vincent Rey,269.11,33.63875,0.25,OLB
2560839,Darius Phillips,200.61,22.29,0.1111111111,CB
2557931,Cordrea Tankersley,61.96,61.96,0,CB
2558174,Rudy Ford,30.87,15.435,0,S
2553655,Anthony Harris,223.95,20.3590909091,0,FS
2543712,Terrence Brooks,21.62,7.2066666667,0,SS
238227,Mike Mitchell,250.35,31.29375,0.25,FS
2561149,Matthew Adams,121.53,12.153,0,ILB
2553817,Corey Moore,38.89,7.778,0,SS
2534846,Neiko Thorpe,0.75,0.375,0,CB
2560999,Shaquem Griffin,0,0,0,LB
2506352,Thomas Davis,583.58,53.0527272727,0.8181818182,OLB
2556550,Josh Hawkins,0.2,0.1,0,CB
2559934,Justin Lawler,61.31,20.4366666667,0,DE
2552259,Josh Shaw,57.91,8.2728571429,0.1428571429,CB
2507948,Frank Zombo,2.55,1.275,0,OLB
2532870,Melvin Ingram,10.39,5.195,0,DE
2537931,Josh Gordon,11.96,11.96,1,WR
2543739,Dontae Johnson,20.53,20.53,0,CB
2543874,Andre Hal,174.48,21.81,0.125,FS
2558853,Mike Tyson,109.38,21.876,0.2,CB
2543494,Dee Ford,1.5,0.5,0,DE
2555547,KeiVarae Russell,135.14,22.5233333333,0,CB
2561383,Ben Niemann,40.07,8.014,0,LB
2561417,Charvarius Ward,27.73,6.9325,0.5,CB
2558165,Tarell Basham,62.15,10.3583333333,0,LB
2508007,Marcus Sherels,53.66,26.83,0.5,CB
2555168,Kentrell Brothers,14.91,14.91,0,MLB
2543608,Dexter McDougle,172.53,86.265,0.5,CB
2555307,Devante Bond,123.08,12.308,0.1,OLB
2560764,Danny Johnson,43.24,8.648,0.2,DB
2560948,Trevon Young,0.08,0.08,0,OLB
2553719,Josh Keyes,20.99,20.99,2,OLB
2558241,Blair Brown,3.97,3.97,0,OLB
2560724,Kylie Fitts,40.85,10.2125,0,LB
2559287,Isaiah Irving,95.03,10.5588888889,0,LB
2555546,Rashard Robinson,45.64,11.41,0.25,CB
2556833,De'Vante Harris,70.03,17.5075,0.5,CB
2495252,K.J. Wright,210.37,42.074,0.4,OLB
2559293,Dymonte Thomas,0.15,0.075,0,DB
2561001,Grant Haley,353.82,39.3133333333,0.3333333333,CB
2532974,Kyle Wilber,75.81,25.27,0,OLB
2560819,Nick Nelson,318.19,31.819,0.2,CB
2560986,Jason Cabinda,73.88,7.388,0,LB
2556655,Tyvis Powell,98.24,24.56,0.25,DB
2558119,Josh Jones,387.07,38.707,0.1,SS
2559270,Robert Tonyan,1.79,1.79,0,TE
2560883,Equanimeous St. Brown,0,0,0,WR
2561207,Raven Greene,32.12,10.7066666667,0,FS
2541192,Chris Banjo,47.09,9.418,0.2,SS
2535867,Julian Stanford,25.97,8.6566666667,0.6666666667,ILB
496961,Dekoda Watson,29.69,7.4225,0,OLB
2555270,Carl Nassib,4.65,4.65,0,OLB
2553736,Denzel Rice,46.82,46.82,0,DB
2558289,Tanner Vallejo,85.82,14.3033333333,0.1666666667,LB
2561278,Tavierre Thomas,6.85,6.85,0,CB
2561147,Cornell Armstrong,39.68,9.92,0,CB
2495454,Julio Jones,3.17,3.17,0,WR
2560976,Keishawn Bierria,12.82,6.41,0,LB
2555345,Su'a Cravens,128.97,25.794,0.2,DB
2543571,Bashaud Breeland,351.34,50.1914285714,0.5714285714,CB
2533542,Josh Robinson,23.05,7.6833333333,0.3333333333,CB
2550257,Daniel Sorensen,125.46,17.9228571429,0.7142857143,SS
2560914,Levi Wallace,180.47,25.7814285714,0.2857142857,CB
497320,Andre Roberts,0,0,0,WR
2540287,Rontez Miles,44.66,14.8866666667,0,FS
2560738,Chris Herndon,1.11,1.11,0,TE
2541848,Deon Lacey,16.36,16.36,0,OLB
2556614,Cassanova McKinzy,31.18,10.3933333333,0,LB
2553774,Cameron Lynch,7.37,7.37,0,OLB
2552313,Hayes Pullard,67.42,16.855,0,MLB
2560887,Chandon Sullivan,82.58,27.5266666667,1,CB
2558274,Shalom Luani,12.85,6.425,0,FS
2561527,Mike Ford,112.18,16.0257142857,0.8571428571,CB
2530474,Mario Addison,0,0,0,DE
2558923,Riley Bullough,36.69,12.23,0,LB
2540176,William Gholston,19.08,19.08,0,DE
2540159,Kevin Minter,12.37,4.1233333333,0,MLB
2532878,Leonard Johnson,87.92,29.3066666667,0.3333333333,CB
2532790,Travis Benjamin,0,0,0,WR
2552654,Geremy Davis,7.68,7.68,0,WR
2553877,Nick Dzubnar,2.29,2.29,0,ILB
2555220,Derek Watt,4.51,4.51,0,FB
2558303,Jeff Richards,4.51,4.51,0,CB
2559169,Austin Ekeler,3.78,3.78,0,RB
2559197,Tre'Von Johnson,5.22,5.22,0,LB
2560719,Brandon Facyson,6.02,3.01,0,CB
2560756,Justin Jackson,5.89,5.89,0,RB
2553790,DeVante Bausby,74.97,24.99,1.3333333333,CB
2561003,Shaun Dion Hamilton,101.98,20.396,0,LB
2558786,Brandon Wilson,50.16,8.36,0,S
2558189,Obi Melifonwu,21.77,10.885,0,DB
2561006,Marcell Harris,189.13,31.5216666667,0,FS
2540170,David Amerson,143.26,23.8766666667,0.1666666667,CB
2552418,Justin Hardy,0,0,0,WR
2559200,Joe Jones,10.31,10.31,0,LB
2532928,Eddie Pleasant,168.52,33.704,0,SS
2552273,Markus Golden,1.97,1.97,0,OLB
2543650,Aaron Lynch,13.06,6.53,0,OLB
2558097,Ukeme Eligwe,8.8,2.9333333333,0,ILB
2552427,Tony Lippett,30.29,15.145,0,CB
2560956,Marcus Allen,14.85,14.85,0,DB
2560950,Ola Adeniyi,1.23,1.23,0,OLB
2561644,Adonis Alexander,3.62,3.62,0,CB
2561042,Nick DeLuca,35.5,8.875,0.25,LB
2543717,Jeremiah Attaochu,0.15,0.15,0,OLB
2535964,Josh Bellamy,0,0,0,WR
2541544,Benny Cunningham,1.08,1.08,0,RB
2553900,Daniel Brown,0,0,0,TE
2556478,Ben Braunecker,0,0,0,TE
2558250,Tarik Cohen,0,0,0,RB
2561316,Jalen Davis,74.02,24.6733333333,0.3333333333,CB
497240,Rob Gronkowski,33.49,33.49,0,TE
2495184,Cameron Jordan,0,0,0,DE
2560762,Malik Jefferson,0.18,0.09,0,LB
2558284,Pita Taumoepenu,0,0,0,LB
2495229,Kelvin Sheppard,0,0,0,MLB
496723,Eric Berry,27.3,13.65,1.5,SS
2560743,Jeff Holland,7.84,2.6133333333,0,LB
2556371,Brandon Williams,49.19,24.595,0,CB
2543503,Trent Murphy,1.61,1.61,0,DE
2561107,Corey Thompson,66.21,22.07,0,LB
2558858,Joshua Holsey,13.1,13.1,0,CB
2541135,Cody Davis,7.22,7.22,0,FS
2495485,Robert Quinn,0,0,0,DE
2550365,Kenny Ladler,28.23,14.115,0,S
2559037,Ahmad Thomas,3.09,3.09,0,ILB
2552317,Mike Hull,46.76,23.38,0.5,MLB
2558052,Kenny Golladay,0.35,0.35,1,WR
2540291,Kayvon Webster,2.46,2.46,0,CB
2560779,Arden Key,0,0,0,DE
2561585,Dallin Leavitt,44.97,44.97,0,DB
2558819,Derrick Jones,6.68,6.68,0,CB
2560875,Andre Smith,2.2,2.2,0,LB
2550647,Kasim Edebali,3.78,3.78,0,OLB
2561394,Jeremy Reaves,0,0,0,DB
2506467,Darren Sproles,0,0,0,RB
2559141,B.J. Bello,0.34,0.34,0,MLB
2561469,Darious Williams,26.63,26.63,0,CB
